TRANSACTION_AMT,TRANSACTION_DT
83.44,2015-06-19
34.71,2015-02-12
50,2015-04-09
9.5,2015-02-12
132.63,2015-02-23
3.95,2015-06-29
1248.52,2015-03-30
295,2015-06-26
90,2015-02-02
39.3,2015-05-15
2000,2015-05-26
2131.5,2015-05-29
13167.06,2015-03-26
287.5,2015-06-18
1,2015-05-02
51.52,2015-06-26
2899,2015-06-15
45.2,2015-04-30
190,2015-02-12
453.85,2015-02-03
22,2015-06-08
100,2015-04-18
8.5,2015-06-08
493.08,2015-03-25
150,2015-02-04
55.98,2015-04-03
1774.5,2015-02-10
26.15,2015-01-06
90,2015-05-11
225.36,2015-03-30
7500,2015-01-09
2677.15,2015-06-03
1034.75,2015-06-30
619.1,2015-05-05
14180.28,2015-06-24
283.6,2015-05-15
9.31,2015-03-02
345.35,2015-05-15
524.43,2015-01-06
15.24,2015-05-11
2005.27,2015-02-27
2685,2015-04-23
2096.02,2015-02-13
280.64,2015-01-06
1305.75,2015-01-29
9479.44,2015-06-22
3060,2015-04-15
1000,2015-02-26
651.5,2015-01-09
150.12,2015-06-05
83,2015-05-20
9.95,2015-05-22
29.3,2015-02-24
362.98,2015-04-01
330.76,2015-06-17
26.08,2015-05-21
12.81,2015-03-02
62.76,2015-06-05
1216.57,2015-04-09
200,2015-04-21
5,2015-03-05
228.65,2015-02-15
1600.47,2015-02-19
100,2015-05-04
229.5,2015-04-16
7.5,2015-04-18
19.1,2015-01-27
1153,2015-06-12
7.95,2015-06-29
149.59,2015-04-23
1126.39,2015-03-10
104,2015-02-13
174,2015-03-11
492.8,2015-01-16
3.49,2015-06-22
1425,2015-04-02
2500,2015-04-17
98.13,2015-05-11
39.8,2015-01-23
534.78,2015-06-10
25,2015-02-17
467.58,2015-03-02
65,2015-04-03
4762.62,2015-02-13
75,2015-01-22
10.42,2015-03-19
5000,2015-03-02
25,2015-04-26
304.62,2015-01-13
375,2015-05-15
555.1,2015-04-12
65.76,2015-06-03
155.01,2015-06-30
118.41,2015-02-06
100,2015-03-08
1190,2015-03-18
69.22,2015-06-01
150,2015-04-07
180.37,2015-01-24
638,2015-01-05
116,2015-04-12
1307.5,2015-06-18
2131.89,2015-04-30
595,2015-01-24
250,2015-03-03
15.5,2015-03-02
2315.7,2015-05-08
2226.62,2015-05-15
30.06,2015-06-06
17.6,2015-04-08
236.17,2015-06-22
1000,2015-03-31
92.88,2015-04-21
215000,2015-06-12
112.55,2015-04-17
125,2015-03-02
200,2015-01-13
277,2015-06-18
50,2015-05-01
438,2015-06-05
276.57,2015-05-13
181,2015-03-25
316.32,2015-01-20
1.37,2015-01-04
3023.36,2015-06-30
132.36,2015-05-24
5.73,2015-04-21
135.45,2015-03-21
1441.92,2015-02-27
3000,2015-03-13
33.15,2015-06-26
200,2015-05-08
31.82,2015-02-28
589.32,2015-01-05
234.1,2015-02-23
24.27,2015-06-30
859.2,2015-04-30
3506.4,2015-01-29
1050,2015-06-01
16000,2015-06-29
13.87,2015-05-15
841.14,2015-06-25
1347.87,2015-05-29
3902.49,2015-06-21
15612.81,2015-03-26
656.91,2015-05-01
1086.66,2015-05-08
2.28,2015-06-22
234,2015-05-29
650,2015-02-12
25,2015-03-03
288,2015-02-13
126,2015-04-30
52.47,2015-01-29
436.31,2015-03-06
2255,2015-02-26
43,2015-03-02
75,2015-01-19
290.5,2015-02-02
24.5,2015-01-06
1.86,2015-06-09
106.73,2015-02-03
212.97,2015-03-09
21.31,2015-04-01
283.12,2015-02-13
165.05,2015-02-25
42.59,2015-03-23
3996,2015-04-07
325,2015-06-09
37.65,2015-06-14
2114.6,2015-03-02
139.58,2015-02-03
42.5,2015-04-21
1000,2015-01-25
215.64,2015-01-20
300,2015-01-27
730.01,2015-04-16
400,2015-04-21
1518.35,2015-06-15
314.82,2015-06-30
25.97,2015-03-16
823.18,2015-03-31
16.63,2015-01-27
14.85,2015-03-23
103.97,2015-06-17
8000,2015-02-18
9.84,2015-02-01
309.6,2015-01-27
344.2,2015-05-08
1461.12,2015-06-15
54.86,2015-06-08
65.88,2015-01-07
263.36,2015-06-30
261.21,2015-01-22
268,2015-02-16
246.68,2015-06-14
83.4,2015-03-03
569.37,2015-04-23
2244.31,2015-01-16
1.75,2015-03-05
4407.76,2015-03-06
500,2015-04-08
454.32,2015-04-10
276.31,2015-02-11
12.5,2015-04-06
561.27,2015-01-21
1028.5,2015-01-07
28.25,2015-06-02
50,2015-05-03
1328.32,2015-01-30
58.3,2015-01-30
73.79,2015-02-19
763.71,2015-04-14
30056.45,2015-03-27
500,2015-05-01
56.16,2015-04-22
29.05,2015-04-10
9.95,2015-02-03
75.29,2015-02-05
1000,2015-03-27
319.54,2015-04-22
14815.92,2015-01-06
60.95,2015-05-19
-60.44,2015-03-02
1916.71,2015-06-15
361.02,2015-06-26
134.98,2015-05-28
435.44,2015-05-15
1899.95,2015-06-03
1331.9,2015-04-01
1300.77,2015-02-13
100,2015-04-25
2378.1,2015-05-19
63.35,2015-06-09
240.04,2015-02-25
183.3,2015-04-01
-228.24,2015-04-10
320.58,2015-01-14
100,2015-01-26
183.34,2015-02-02
89.65,2015-04-03
1519.83,2015-06-29
2080.01,2015-05-12
7.32,2015-03-27
320.53,2015-01-30
4608,2015-04-14
1300,2015-03-03
738.59,2015-01-30
527.6,2015-03-16
4121.64,2015-04-06
140,2015-05-18
2397.84,2015-02-26
180.41,2015-05-15
397.46,2015-04-08
11132.38,2015-05-22
114.47,2015-02-27
3.17,2015-04-21
10.99,2015-01-13
3613.22,2015-01-30
120.87,2015-05-18
17,2015-04-22
650,2015-06-29
979.76,2015-05-17
423.79,2015-06-10
500,2015-05-20
1286.44,2015-06-05
56,2015-04-06
52.47,2015-05-14
47.59,2015-04-27
2711.54,2015-05-29
226.66,2015-02-09
1463.62,2015-01-31
200,2015-02-26
130.65,2015-03-16
1798.66,2015-03-31
14,2015-02-23
424.03,2015-06-15
652.02,2015-01-04
524.85,2015-03-23
156.61,2015-01-29
198.1,2015-06-03
1562.4,2015-04-30
2445,2015-01-14
272.6,2015-05-05
268,2015-04-14
2044.01,2015-02-12
4806.64,2015-05-29
300,2015-04-14
1461.12,2015-01-27
110,2015-06-05
3420.51,2015-06-16
113,2015-03-25
108,2015-04-01
171.11,2015-03-13
75,2015-03-29
66.4,2015-01-05
1271.76,2015-04-30
384.1,2015-04-24
11.98,2015-02-17
2742.14,2015-04-02
50,2015-05-11
185.82,2015-06-23
3500,2015-05-07
250,2015-03-27
8.35,2015-01-02
9,2015-05-26
152.8,2015-03-25
2000,2015-05-04
44.58,2015-06-04
12.12,2015-01-25
5037.43,2015-03-13
2076.93,2015-06-26
1051.97,2015-03-30
18044.94,2015-05-07
1527,2015-03-02
172,2015-02-17
625.46,2015-04-23
112.98,2015-04-21
7.72,2015-04-25
97.76,2015-02-06
280.72,2015-02-12
116.67,2015-01-13
933.52,2015-03-03
156.6,2015-04-13
294,2015-06-05
91,2015-04-15
1900,2015-01-22
1379.17,2015-06-15
151.22,2015-04-01
376.4,2015-03-18
38.2,2015-06-21
854.2,2015-01-07
286.18,2015-05-08
2950.21,2015-02-03
265.27,2015-01-12
100,2015-04-19
88.95,2015-04-07
300,2015-01-20
5.75,2015-04-23
2279.48,2015-05-29
5827.82,2015-01-14
1394.6,2015-06-30
67.5,2015-04-29
531.84,2015-04-23
180,2015-05-11
138.49,2015-01-28
140.67,2015-06-01
232.7,2015-06-02
160.52,2015-04-17
354.2,2015-04-09
2.38,2015-06-15
3700,2015-05-27
747.3,2015-05-19
35,2015-01-26
690.56,2015-05-14
107.58,2015-04-01
977.85,2015-06-04
500,2015-03-03
17,2015-06-26
10000,2015-01-22
40,2015-04-24
624,2015-03-09
250.2,2015-02-20
2309.51,2015-03-13
3500,2015-06-03
2.61,2015-01-05
62.9,2015-04-03
70.63,2015-02-03
134,2015-05-03
618,2015-03-09
117.54,2015-02-02
613.86,2015-05-26
5046.51,2015-05-29
456.82,2015-01-30
26,2015-02-27
65,2015-04-16
0.65,2015-02-05
5115.29,2015-01-14
3481.26,2015-03-17
5560.99,2015-06-05
159.22,2015-06-18
88.83,2015-04-15
7731.15,2015-05-06
249.73,2015-04-01
1276.8,2015-05-15
91.6,2015-04-09
3650,2015-01-14
734.2,2015-04-10
730.18,2015-05-04
93.75,2015-03-10
1500,2015-05-15
71.99,2015-04-30
94.5,2015-02-12
1135,2015-02-10
120.06,2015-06-04
1692.25,2015-03-20
146.88,2015-06-04
149.63,2015-05-12
80.45,2015-05-29
176.9,2015-01-31
158.5,2015-04-27
334.69,2015-01-28
152.81,2015-02-23
100,2015-03-31
171.25,2015-05-21
2264.25,2015-06-01
42.88,2015-04-02
1224.5,2015-02-13
163,2015-01-18
3042.18,2015-01-15
443.81,2015-04-30
1650,2015-06-01
195.1,2015-06-23
1.33,2015-05-03
50,2015-05-29
3492.41,2015-01-30
353.82,2015-02-23
896.4,2015-06-17
400,2015-02-26
7.92,2015-05-31
2600,2015-03-09
25.75,2015-06-11
36.4,2015-04-14
124.37,2015-04-13
4000,2015-05-27
973.9,2015-06-04
167,2015-06-05
856.2,2015-03-23
260,2015-02-23
1112.74,2015-05-04
50.12,2015-05-15
1235.4,2015-03-13
1750,2015-01-15
625,2015-03-13
708.1,2015-03-15
3006,2015-04-29
5000,2015-01-21
3358.31,2015-02-13
4043.23,2015-06-02
830.13,2015-06-02
129.84,2015-06-26
1936.78,2015-01-22
104.94,2015-03-01
7,2015-03-20
38.56,2015-04-21
130.08,2015-06-17
1000,2015-02-15
424,2015-04-14
7.66,2015-06-11
493.1,2015-04-19
10,2015-03-11
25,2015-06-23
18.62,2015-05-13
500,2015-03-02
194.46,2015-06-15
17.96,2015-06-17
12000,2015-01-09
187,2015-06-09
306.86,2015-05-19
1000,2015-06-24
567.99,2015-03-02
25,2015-02-02
709.14,2015-01-11
769.02,2015-05-01
309.84,2015-05-05
73.15,2015-01-05
1131.78,2015-05-05
925,2015-06-15
793.54,2015-01-15
19.05,2015-03-08
63.5,2015-03-16
7,2015-05-29
1500,2015-06-26
561.42,2015-04-24
2265.63,2015-05-01
98.76,2015-04-08
5.95,2015-05-05
308.01,2015-03-09
13,2015-06-01
100,2015-01-22
3750,2015-02-19
0.85,2015-01-12
100.4,2015-04-01
3.99,2015-04-29
137.95,2015-05-07
29.75,2015-02-06
19,2015-03-06
17.5,2015-05-11
39.59,2015-02-24
80,2015-01-13
1129,2015-06-17
30,2015-05-15
272.54,2015-06-10
1309,2015-06-30
2500,2015-01-31
94.6,2015-02-06
1,2015-03-13
3810.09,2015-05-19
300,2015-03-27
214.42,2015-01-08
633.1,2015-03-26
985.36,2015-06-18
7.67,2015-06-02
4622.06,2015-04-30
258.44,2015-03-26
1126.84,2015-02-12
4058.13,2015-03-17
2.8,2015-04-09
342.6,2015-06-05
5000,2015-04-02
11.18,2015-05-12
4000,2015-04-01
200,2015-05-08
19450.06,2015-06-03
1733.82,2015-06-30
38.38,2015-01-15
4410.16,2015-04-06
75,2015-02-12
36.5,2015-01-22
117.97,2015-01-09
3532.73,2015-01-22
2291.07,2015-05-29
11.12,2015-01-16
20.19,2015-03-16
244,2015-02-01
19.99,2015-03-23
75,2015-03-05
1650,2015-06-29
1553.04,2015-04-30
180,2015-05-08
64.9,2015-04-02
200,2015-03-21
60,2015-01-30
1794.41,2015-05-21
472.95,2015-02-23
25,2015-06-18
868.37,2015-05-15
66.52,2015-05-01
423.65,2015-03-11
4,2015-02-27
0.67,2015-02-28
55.85,2015-03-19
334.2,2015-04-15
144,2015-06-05
315,2015-01-07
50.2,2015-03-09
6782.4,2015-02-28
443.15,2015-04-02
35.93,2015-01-06
444.6,2015-02-20
436.62,2015-01-12
210.67,2015-06-22
91.42,2015-03-23
2063.64,2015-03-08
3000,2015-02-08
1250,2015-06-15
4588.12,2015-02-27
1150,2015-06-10
150,2015-02-14
0.07,2015-04-18
400,2015-05-16
1200,2015-04-03
2297.05,2015-04-03
4.54,2015-03-23
43.5,2015-06-02
12,2015-02-06
243.58,2015-06-01
-209.56,2015-05-20
38630.53,2015-03-15
40,2015-06-25
1060.35,2015-05-15
2140,2015-01-22
752.72,2015-01-06
333.75,2015-01-26
186.15,2015-04-27
81.75,2015-02-21
5.2,2015-06-03
196,2015-06-08
19999.67,2015-03-09
1275,2015-04-24
825.48,2015-01-19
359.54,2015-01-23
60,2015-02-07
1821.53,2015-05-01
1024.95,2015-02-27
95.89,2015-04-21
310.31,2015-04-23
1500,2015-01-02
6.15,2015-04-23
21.65,2015-04-09
199.95,2015-04-20
19.5,2015-04-20
656.7,2015-02-23
2050.26,2015-03-16
68.12,2015-01-12
22.66,2015-01-06
62.3,2015-05-01
249.47,2015-06-21
34.36,2015-03-31
2799,2015-06-30
5,2015-06-18
75.09,2015-05-20
82.87,2015-04-07
739.36,2015-04-08
328.02,2015-06-22
47.63,2015-01-23
74,2015-01-30
9.4,2015-02-10
542.1,2015-01-28
0.45,2015-02-18
235,2015-04-29
7500,2015-04-29
882.25,2015-01-14
222.6,2015-02-27
554.68,2015-04-26
499.99,2015-05-12
217.1,2015-01-20
753.72,2015-02-15
262.92,2015-01-15
90.44,2015-02-16
345.82,2015-01-31
944.64,2015-06-19
550,2015-06-09
5000,2015-03-03
465,2015-03-26
9.95,2015-04-13
89.19,2015-05-20
1000,2015-03-16
34.25,2015-05-18
5,2015-04-30
15.45,2015-04-17
158.41,2015-06-22
1487.88,2015-01-31
736.44,2015-06-15
9867.62,2015-04-15
4350,2015-01-28
10.91,2015-04-26
41.9,2015-06-03
120,2015-04-21
275,2015-02-01
178.64,2015-04-28
295,2015-04-10
208.84,2015-02-10
17.2,2015-04-30
777.33,2015-03-02
1737.4,2015-04-01
151.63,2015-05-19
100,2015-04-30
7.98,2015-01-21
296.29,2015-03-03
42.5,2015-06-18
50,2015-05-12
7219.28,2015-01-27
60,2015-04-23
3000,2015-05-19
330.28,2015-06-27
1235.33,2015-02-09
9370.38,2015-05-06
5000,2015-02-02
2500,2015-01-21
397.65,2015-06-27
1500,2015-06-15
810,2015-02-04
672.83,2015-04-14
36.37,2015-06-16
750.02,2015-06-22
119.17,2015-02-12
467.6,2015-05-15
226.98,2015-01-05
147,2015-04-03
164.42,2015-05-19
63.38,2015-04-09
5000,2015-04-08
1500,2015-05-08
250,2015-06-30
5721.26,2015-05-22
63.1,2015-03-23
177.94,2015-01-07
382,2015-01-10
56.78,2015-02-26
275.77,2015-04-16
342.5,2015-03-30
64.99,2015-02-02
77.97,2015-01-23
2500,2015-04-15
3000,2015-06-30
300,2015-02-23
105.75,2015-02-06
1775.95,2015-02-02
450,2015-04-14
1925.92,2015-04-14
42.59,2015-04-22
109.5,2015-03-23
10.75,2015-04-13
18627.39,2015-05-07
30.13,2015-06-16
19.5,2015-03-11
150,2015-01-20
2700.3,2015-06-08
719.14,2015-03-19
410.4,2015-05-06
7.9,2015-01-14
280.43,2015-06-18
139.31,2015-05-14
1134.95,2015-01-15
1500,2015-05-29
153.35,2015-02-02
243.4,2015-04-29
3000,2015-01-23
1500.98,2015-04-03
-237.6,2015-06-22
2.86,2015-06-22
29.61,2015-02-27
511.93,2015-05-29
23.82,2015-06-27
40,2015-03-25
23.85,2015-05-05
2652.53,2015-02-27
8.66,2015-02-06
2210,2015-05-11
1544,2015-03-19
5.27,2015-06-29
2337.35,2015-02-27
293.01,2015-04-24
16.33,2015-04-10
30,2015-05-15
12.5,2015-03-05
60,2015-02-05
1500,2015-02-09
58.54,2015-04-02
2.5,2015-02-19
2000,2015-04-13
625,2015-05-18
8137,2015-06-01
2915,2015-04-11
4943.98,2015-02-23
150,2015-02-20
898.34,2015-05-04
556.38,2015-04-21
491.3,2015-02-13
1500,2015-05-15
2250,2015-02-12
86.21,2015-05-06
18.71,2015-04-02
1625,2015-04-03
232.7,2015-01-15
3782.97,2015-01-31
574.3,2015-04-02
2050,2015-01-30
1022,2015-03-24
1000,2015-02-19
28.6,2015-05-29
72.93,2015-06-10
50,2015-04-14
1350.56,2015-06-19
100,2015-06-30
157.15,2015-04-24
660,2015-04-27
1482.66,2015-05-29
2586.23,2015-06-04
302.59,2015-05-21
0.12,2015-02-25
440,2015-06-02
200,2015-05-30
1630,2015-02-28
35.01,2015-03-18
96.52,2015-06-15
2000,2015-06-01
30.83,2015-03-18
285.64,2015-05-06
42.63,2015-01-05
3.03,2015-01-12
321.73,2015-02-20
1887.93,2015-01-30
69.59,2015-01-05
312.5,2015-06-01
3000,2015-03-13
158.3,2015-03-12
2654.13,2015-04-24
49,2015-05-04
1516.67,2015-06-15
134.25,2015-05-15
198.21,2015-06-07
250,2015-04-13
3347.52,2015-06-04
1200,2015-02-23
4004.5,2015-06-09
271.9,2015-06-08
500,2015-05-04
1800.54,2015-06-15
2500,2015-03-10
3.23,2015-05-22
1,2015-03-18
59.37,2015-06-03
208.74,2015-04-20
279.9,2015-03-02
1000,2015-05-04
109.21,2015-02-24
711,2015-03-16
0.4,2015-03-08
388.99,2015-06-15
93.91,2015-03-12
125,2015-05-07
2221.69,2015-03-03
60.31,2015-03-23
1031.8,2015-06-19
250,2015-03-09
1248.89,2015-01-14
24.84,2015-02-04
5000,2015-04-14
44.99,2015-06-01
1185.5,2015-05-07
8000,2015-03-09
1285.44,2015-05-29
2150.29,2015-03-31
24.19,2015-03-02
341.75,2015-04-22
869.87,2015-05-11
280.57,2015-04-10
1887.38,2015-01-30
50,2015-03-19
498.4,2015-04-23
179.69,2015-04-01
500,2015-04-07
4600,2015-03-04
22,2015-05-29
425,2015-06-15
100,2015-04-11
1.64,2015-05-14
361.83,2015-02-01
800,2015-01-30
97.8,2015-02-10
229.61,2015-05-22
1218.8,2015-02-26
255,2015-05-18
44.13,2015-01-14
1315.48,2015-02-15
3258.83,2015-05-15
288.73,2015-01-27
1797.97,2015-04-03
17.95,2015-05-04
172.38,2015-04-27
10.98,2015-06-05
1624.75,2015-05-29
13.82,2015-05-08
169,2015-03-03
1803.43,2015-03-06
7.95,2015-06-01
1159.3,2015-04-20
264.2,2015-01-09
386.33,2015-05-30
370,2015-04-09
5400,2015-05-06
1528.13,2015-06-15
8291.17,2015-03-09
88.41,2015-01-06
250,2015-02-26
210.52,2015-04-13
34.51,2015-01-30
474.34,2015-02-09
407,2015-05-08
985.1,2015-01-30
1975.86,2015-04-30
68.01,2015-01-20
454.67,2015-02-13
11.4,2015-05-19
100,2015-01-20
21.68,2015-02-17
162.01,2015-04-03
20.48,2015-05-11
50.82,2015-02-04
1163.65,2015-06-30
9.36,2015-06-04
6.5,2015-03-10
67.38,2015-06-05
10022.87,2015-05-01
87.86,2015-06-24
75.35,2015-04-03
63.95,2015-04-01
127.2,2015-03-17
688.71,2015-01-21
840.38,2015-03-17
300,2015-01-16
35,2015-05-11
22,2015-05-18
56.77,2015-02-09
22.95,2015-01-15
396.03,2015-04-30
139,2015-01-23
15,2015-05-29
138.07,2015-01-28
2961.19,2015-04-01
8.65,2015-02-11
40,2015-03-16
45.9,2015-02-17
28,2015-06-13
9.8,2015-05-04
55.9,2015-04-10
156,2015-03-16
800,2015-04-02
291.1,2015-04-22
32.67,2015-02-11
5069,2015-04-29
150,2015-03-18
50,2015-04-11
1314.14,2015-05-04
1500,2015-01-09
61.9,2015-05-05
0.44,2015-03-30
19.95,2015-03-05
1500,2015-03-04
7.15,2015-02-10
28000,2015-05-15
255,2015-05-14
84.96,2015-06-02
1338.15,2015-03-30
2301.56,2015-01-15
30,2015-04-30
458.64,2015-04-23
156.74,2015-02-03
84.2,2015-06-18
735.2,2015-06-05
35.75,2015-02-09
10,2015-04-30
1071.4,2015-04-23
11.05,2015-04-14
25.58,2015-06-24
1275.91,2015-06-21
68,2015-02-09
611.09,2015-05-15
7.54,2015-01-22
150,2015-03-17
1125.79,2015-05-27
591.94,2015-05-13
99.28,2015-01-26
543.51,2015-05-19
50.79,2015-05-05
2829.16,2015-06-15
50,2015-03-03
50,2015-06-21
129.99,2015-04-29
507.08,2015-04-30
887.45,2015-04-21
193.75,2015-04-26
394.88,2015-06-22
268,2015-01-06
104.25,2015-04-30
71.65,2015-03-20
18505.31,2015-06-12
150,2015-06-02
8995.49,2015-03-06
3000,2015-01-05
405.15,2015-03-25
999.18,2015-03-16
49,2015-01-31
14.04,2015-05-15
50.78,2015-06-30
455.67,2015-03-30
41,2015-04-10
100.15,2015-04-01
66.67,2015-03-27
96.01,2015-03-13
18,2015-04-13
91.43,2015-03-27
5000,2015-04-14
45000,2015-06-10
161.99,2015-02-13
6000,2015-04-30
3000,2015-03-01
1224.3,2015-03-28
286.77,2015-03-12
679.39,2015-02-06
6000,2015-02-25
14452.19,2015-06-03
438,2015-06-23
500,2015-02-03
274,2015-06-10
2147.87,2015-01-31
4500,2015-02-01
73,2015-03-17
1816.5,2015-04-09
399.41,2015-03-24
189,2015-06-12
173.96,2015-01-05
3250,2015-04-01
47.05,2015-03-12
650,2015-03-24
5833,2015-02-12
37.72,2015-01-06
357.85,2015-06-30
2649.01,2015-05-22
3851.69,2015-06-18
2089.23,2015-06-25
289.64,2015-04-18
35.99,2015-03-18
100,2015-02-10
750,2015-03-23
1500,2015-05-29
171.57,2015-05-06
1166.97,2015-04-30
10,2015-04-13
32.76,2015-05-15
100,2015-01-02
15,2015-04-20
47.41,2015-01-09
-150,2015-03-31
50,2015-03-19
30,2015-04-30
32.9,2015-03-12
99,2015-01-15
419.07,2015-03-30
1002.5,2015-05-08
6000,2015-03-02
75,2015-02-21
117.02,2015-01-29
2545.67,2015-01-27
995.59,2015-06-19
3677.96,2015-04-17
116.06,2015-01-26
2458.26,2015-05-13
4014.93,2015-01-02
66.91,2015-04-03
400,2015-02-13
141.15,2015-03-09
34.01,2015-06-08
0.6,2015-03-03
8.71,2015-06-03
300,2015-02-01
1875.76,2015-06-30
2000,2015-04-08
47.82,2015-03-10
425,2015-03-15
2.33,2015-02-02
28.58,2015-04-01
260.12,2015-05-05
68.57,2015-02-23
750,2015-03-24
60.6,2015-05-29
28,2015-05-18
223.62,2015-04-01
250,2015-06-01
2893.83,2015-05-29
25,2015-04-27
103.21,2015-05-31
76,2015-04-16
9808.56,2015-06-16
383.9,2015-06-18
2700,2015-06-14
60,2015-06-30
1981.3,2015-02-23
300,2015-01-21
520,2015-06-30
589.18,2015-03-18
3040.93,2015-05-28
257,2015-04-20
100,2015-02-28
236.48,2015-01-08
230,2015-02-05
1527.41,2015-03-15
3.25,2015-06-26
62,2015-03-20
403.83,2015-02-24
16800,2015-03-04
410.28,2015-04-06
175,2015-03-30
4813.39,2015-01-08
12,2015-05-01
92.85,2015-05-31
26,2015-06-12
250,2015-05-06
196,2015-04-07
14603.14,2015-04-23
1401,2015-02-13
269,2015-06-15
799.01,2015-05-15
36.31,2015-04-07
18120.52,2015-05-22
503.37,2015-05-07
52.41,2015-01-22
198.49,2015-01-18
1088.62,2015-05-14
5531.36,2015-01-30
89.9,2015-05-26
1105.65,2015-03-24
3500,2015-06-15
534.44,2015-05-12
28.75,2015-03-04
233,2015-02-19
350,2015-02-13
32,2015-05-15
125,2015-06-08
66.48,2015-02-03
136.83,2015-06-05
250,2015-06-03
69.39,2015-05-18
104.85,2015-01-08
16.91,2015-06-03
25,2015-04-08
600,2015-03-27
30,2015-03-25
102.85,2015-03-11
93.86,2015-01-02
1123.16,2015-06-18
5.25,2015-06-01
675,2015-06-03
895,2015-01-30
354.23,2015-04-10
773.73,2015-06-05
44,2015-05-21
1.57,2015-03-30
770.2,2015-03-16
1500,2015-03-31
265.87,2015-02-11
21.86,2015-05-06
350.02,2015-04-27
149.8,2015-06-24
585.32,2015-02-27
1225.72,2015-05-21
307.77,2015-06-15
3214.29,2015-03-26
361.76,2015-01-08
5000,2015-06-01
7449.89,2015-02-12
2278.06,2015-05-07
3700,2015-04-28
250,2015-05-21
189.78,2015-03-23
1892.4,2015-02-01
50,2015-06-23
4783.62,2015-02-13
1331.2,2015-01-13
741.1,2015-05-21
378.3,2015-03-31
365.2,2015-02-11
505.05,2015-02-13
104.79,2015-04-12
252.11,2015-03-31
518,2015-04-02
2710,2015-04-29
537.1,2015-02-20
134.25,2015-05-28
1013.85,2015-04-10
217.25,2015-04-12
1889,2015-03-25
354.01,2015-04-01
29,2015-03-12
474.09,2015-01-20
2317.5,2015-05-15
83.11,2015-01-15
37.65,2015-04-21
36,2015-05-14
1.04,2015-04-24
122.73,2015-05-21
10500,2015-05-14
59.2,2015-06-23
2026,2015-01-31
190.82,2015-05-26
250.11,2015-02-20
1617,2015-03-25
178.01,2015-04-23
17.14,2015-05-04
28.47,2015-05-14
119.9,2015-06-11
110,2015-05-15
438,2015-05-24
116.61,2015-01-21
930.26,2015-06-30
1354.14,2015-01-10
9.95,2015-06-22
118.41,2015-06-15
300,2015-04-10
250,2015-06-17
25.62,2015-03-16
10,2015-06-30
42,2015-02-02
24.14,2015-01-21
140.25,2015-02-10
133.83,2015-01-22
30,2015-06-29
6.4,2015-04-19
100,2015-04-16
2329.72,2015-01-30
371.49,2015-01-26
14.95,2015-04-06
28,2015-04-21
-31.86,2015-01-22
250,2015-03-25
2184.08,2015-05-31
360.51,2015-02-23
20.35,2015-06-18
15,2015-04-02
4.48,2015-02-23
219.99,2015-01-23
14.57,2015-06-30
29.9,2015-03-31
230,2015-02-02
25,2015-02-27
1500,2015-04-30
18.07,2015-06-08
15.2,2015-05-04
3011.96,2015-06-25
25.75,2015-04-01
399.62,2015-05-28
845,2015-04-08
127.05,2015-01-08
20,2015-02-02
1250,2015-05-01
300,2015-02-19
573.1,2015-06-05
750,2015-01-06
589.6,2015-01-09
1.56,2015-02-20
1790.31,2015-04-23
250,2015-05-27
2000,2015-03-03
201.36,2015-05-04
98.86,2015-02-13
150,2015-04-10
1.8,2015-04-10
100,2015-06-27
218.82,2015-03-30
3.2,2015-05-12
6975,2015-01-05
361.53,2015-05-22
7360.02,2015-01-28
150,2015-03-22
39.95,2015-03-23
3,2015-06-30
1203.54,2015-01-30
3,2015-04-08
1110.5,2015-06-24
225.36,2015-04-21
203.62,2015-06-08
89.69,2015-05-01
285,2015-02-24
33.25,2015-06-22
300,2015-03-17
251.37,2015-01-20
255,2015-04-02
600,2015-06-09
77.95,2015-05-04
3650,2015-06-09
5203.5,2015-04-21
163.3,2015-02-13
9.28,2015-05-17
727.6,2015-01-05
334.09,2015-06-26
152.07,2015-06-12
1000,2015-03-07
39.39,2015-05-21
-342,2015-02-16
500,2015-01-02
381.2,2015-01-28
314.63,2015-04-15
28078.9,2015-06-04
15.8,2015-04-02
329.13,2015-02-20
15615.44,2015-01-21
300.46,2015-04-01
900,2015-06-26
121.93,2015-01-17
500,2015-06-01
303.64,2015-06-22
2295,2015-06-01
49.95,2015-03-26
9.91,2015-04-01
5355,2015-03-04
220.97,2015-06-06
1450.16,2015-04-30
14.71,2015-05-04
12.65,2015-02-10
16.09,2015-01-15
25,2015-06-12
5.75,2015-06-10
18666.84,2015-05-03
21340,2015-04-09
375,2015-06-30
2000,2015-05-06
504.94,2015-04-09
3000,2015-04-27
313.12,2015-04-20
2700,2015-05-01
216.25,2015-03-06
26.56,2015-05-12
198.8,2015-03-31
202.81,2015-06-13
125,2015-04-30
895,2015-04-03
25050,2015-06-05
118,2015-03-22
664.4,2015-03-31
208.73,2015-03-14
112.78,2015-06-02
85.88,2015-03-10
1511.7,2015-01-07
1208.67,2015-01-14
498.73,2015-02-18
287.51,2015-02-23
2,2015-01-06
100,2015-03-23
1953.72,2015-06-12
33.63,2015-04-20
1352.14,2015-02-24
526839.45,2015-04-08
120.4,2015-02-06
25.04,2015-06-12
41.58,2015-05-18
149.99,2015-02-19
101,2015-01-05
321.88,2015-04-30
100,2015-06-06
300,2015-01-06
288.47,2015-01-22
1000,2015-05-04
